"code","name","address","phone","email","contact_name","contact_phone","payment_method_id","departament_id","town_id","prefix_origin","seller_id"
"CON-532","FASHIONISTA/WALLQUIRIA","RESI LAS ORQUIDEAS SAN JOSE PINULA, GUATEMALA","5336-5743","","N/A","0","2","1","1","CAP","4"
"XCO-533","MAQUIPARTS S,A.","CALEL MARTI 8-78  ZONA 2, GUATEMALA","2220-9726","","N/A","0","1","1","1","CAP","4"
"XCO-534","SABORES COSCO DE GUATEMALA S,A.","33 CALLE 26-68 ZONA 12, GUATEMALA","2500-5600","","N/A","0","1","1","1","CAP","4"
"XCO-535","MAXICAR","1AV 2-59  ZONA 9, GUATEMALA","5841-4663","","N/A","0","1","1","1","CAP","4"
"XCO-536","ALMACEN EL CISNE BLANCO","8 CALLE 10-75  ZONA 1, GUATEMALA","2253-8593","","N/A","0","1","1","1","CAP","4"
"XCO-537","ALMACEN SELENA","3AV 18-61  ZONA 1, GUATEMALA","2220-9456","","N/A","0","1","1","1","CAP","4"
"XCO-538","REGEPLAST","7AV  7-80  ZONA 12  COL LA REFORMA, GUATEMALA","2312-9000","","N/A","0","1","1","1","CAP","4"
"XCO-539","VANESA PALMA","3AV 2-17  ZONA 2  BO SAN FRANCISCO , JALAPA","4079-8157","","N/A","0","1","1","1","CAP","4"
"XCO-540","SOLPRO S,A.","KM  22.5 CARR SALVADOR OFIBODEGA 225 COMPLEJO ECOPLAZA FRAIJANES","6635-2163","","N/A","0","1","1","1","CAP","2"
"XCO-541","IMPORTADORA Y EXPORTADORA ROQUESA","18AV 15-60  ZONA 16 COL MONTE SANO","6676-5361","","N/A","0","1","1","1","CAP","4"
"XCO-542","VIVERO JAHS GARDEN","KM  22.5 CARR SALVADOR","3082-8689","","N/A","0","1","1","1","CAP","4"
"XCO-543","ALMACEN EL PUNTO","16 CALLE 5-47 C ZONA 1, GUATEMALA","2220-4851","","N/A","0","1","1","1","CAP","4"
"XCO-544","URBANIZADORA VALLE DE ORIENTE S,A.","KM  172 RUTA A ESQUIPULAS, CHIQUIMULA","5521-7605","","N/A","0","1","1","1","CAP","4"
"XCO-545","NOBLESE","4AV ENTRE 16 Y 17 CALLE ZONA 1, GUATEMALA","2230-2583","","N/A","0","1","1","1","CAP","4"
"GUA-546","SOLMER","8 CALLE  9-60  ZONA 1, GUATEMALA","2251-3011","","EUGENIA SOLIS","0","3","1","1","CAP","4"
"GUA-547","TRANSPORTES WHITE // WALTER WRIGHT S,A.","8AV 2-50  ZONA 2 SAN JOSE VILLA NUEVA, GUATEMALA","6610-0300","","N/A","0","3","1","1","CAP","4"
"XCO-548","MIA SECRET//JL INTERNACIONAL S,A","19 CALLE 3-19 ZONA 1 MULTICENTRO LOCAL 18","4114-8129","","N/A","0","1","1","1","CAP","1"
"CON-549","GRUPO CUSTOM","RUTA 7 6-42  ZONA 4, GUATEMALA","2217-6100","","N/A","0","2","1","1","CAP","4"
"XCO-550","EDDY LEM","12 CALLE  15-35  ZONA 1, GUATEMALA","2326-9200","","N/A","0","1","1","1","CAP","4"
"XCO-551","OLINE FEMME","2AV  51-61  ZONA 1 COL CASTAÐAS, GUATEMALA","4035-0662","","N/A","0","1","1","1","CAP","4"
"XCO-552","INTER CONTINENTAL IMPEX  S,A.","7 CALLE  4-50  ZONA 1, GUATEMALA","2220-6259","","N/A","0","1","1","1","CAP","4"
"XCO-553","DISTRIBUIDORA DE GUATEMALA","17CALLE  3-08  ZONA 1, GUATEMALA","2221-0548","","N/A","0","1","1","1","CAP","4"
"XCO-554","ALMACEN TODO EL MUNDO","9AV  8-65  ZONA 1, GUATEMALA","2253-6782","","N/A","0","1","1","1","CAP","4"
"XCO-555","WONMI","23 CALLE  2-11  ZONA 1, GUATEMALA","5704-4884","","N/A","0","1","1","1","CAP","4"
"XCO-556","ALMACEN EL GANADOR","17 CALLE 8AV  ZONA 1, GUATEMALA","5372-1234","","N/A","0","1","1","1","CAP","4"
"XCO-558","DISTRIBUIDORA FLORIDA","2AV  21-51  ZONA 1, GUATEMALA","3667-4352","","N/A","0","1","1","1","CAP","4"
"XCO-559","IMPORTADORA INTERPACAS // JASMIN URIAS","LOTE 1 MANZ 17 SAN RAFAEL BUENA VISTA ZONA 18, GUATEMALA","4773-9110","","N/A","0","1","1","1","CAP","4"
"XCO-560","IMPORTADORA HIFARGO S,A.","20 CALLE  1-83  ZONA 1, GUATEMALA","2251-8414","","N/A","0","1","1","1","CAP","4"
"XCO-561","DISTRIBUIDORA NOVATEX S,A.","5AV ENTRE 9A Y 10 CALLE ZONA 1, GUATEMALA","2253-7717","","N/A","0","1","1","1","CAP","4"
"XCO-562","BIOMERCANTIL  S,A.","SAN MIGUEL PETAPA ZONA 10 OFIBODEGAS SAN DIEGO BOD 10","6620-5830","","N/A","0","1","1","1","CAP","4"
"XCO-563","FACONTEX","5 CALLE 13-44  ZONA 1, GUATEMALA","2221-3500","","N/A","0","1","1","1","CAP","4"
"XCO-564","COLECCION TEXTIL / DAVID GALVEZ","3 CALLE 11-13  ZONA 1, GUATEMALA","3012-1249","","N/A","0","1","1","1","CAP","4"
"XCO-565","IMPORTADORA BARTOLA","KM 48 RUTA INTER SUMPANGO, CHIMALTENANGO","4943-7065","","N/A","0","1","1","1","CAP","4"
"CON-566","WILBER LOPEZ / PELETERIA GENESIS","15AV 18-01  ZONA 6, GUATEMALA","5575-7326","","N/A","0","2","1","1","CAP","4"
"CON-568","VINICOLA CENTROAMERICANA S,A.","3AV 18-56  ZONA 2 INT FINCA EL ZAPOTE, GUATEMALA","2315-7000","","N/A","0","2","1","1","CAP","4"
"XCO-567","UNIMARK","27AV  33-80  ZONA 12 BODEGAS SANTA ELIZA, GUATEMALA","2442-3483","","N/A","0","1","1","1","CAP","4"
"XCO-569","REFAMA REPUESTOS S,A.","17AV 27-81  ZONA 7 RESI FUENTES DEL VALLE SAN MIGUEL PETAPA","6635-4386","","N/A","0","1","1","1","CAP","4"
"XCO-570","RUJAF S,A.","26 CALLE 8-07  ZONA 7 RESI FUENTES DEL VALLE, SAN MIGUEL PETAPA","6635-4569","","N/A","0","1","1","1","CAP","4"
"XCO-571","MANANTIAL DE LA CULTURA S,A.","7AV 3-03  ZONA 1, GUATEMALA","2238-6100","","N/A","0","1","1","1","CAP","4"
"XCO-572","ALMACEN EL CISNE","18 CALLE 2-51  ZONA 1, GUATEMALA","5462-1813//57682232","","N/A","0","1","1","1","CAP","4"
"XCO-573","ALMACEN LI","6AV 15-60  ZONA 1, GUATEMALA","2238-2606","","N/A","0","1","1","1","CAP","4"
"XCO-574","MARIEL RODAS // KAIROS","29AV 29-64  ZONA 7 SAN MIGUEL PETAPA, GUATEMALA","4230-7388","","N/A","0","1","1","1","CAP","4"
"XCO-575","INCOMER","44 CALLE 18-01  ZONA 12, GUATEMALA","2295-9982","","N/A","0","1","1","1","CAP","4"
"XCO-576","GLOBAL IMPORTADORA EBEN EZER","5AV 16-45  ZONA 1, GUATEMALA","2253-2117","","N/A","0","1","1","1","CAP","4"
"XCO-577","EL NAYLON S,A.","4AV 15-08  ZONA 1, GUATEMALA","2253-5402","","N/A","0","1","1","1","CAP","4"
"CON-578","INCOMER","44 CALLE  18-01  ZONA 12, GUATEMALA","2295-9982","","N/A","0","2","1","1","CAP","4"
"XCO-579","CHIPS","CARR SALVADOR  KM 25.5 FRAIJANES, GUATEMALA","6664-5151","","N/A","0","1","1","1","CAP","4"
"XCO-580","KASLEMAL","19AV MANZ  3 LOTE 69 ZONA 16 MONTE SARRO, GUATEMALA","4481-1563","","N/A","0","1","1","1","CAP","4"
"CON-581","CONFECCIONES JHON ALBERT","1 CALLE  0-72  ZONA 1, SAN FRANCISCO EL ALTO, TOTONICAPAN","5359-8364","","N/A","0","2","1","1","CAP","4"
"XCO-582","ALMACEN NUMERO UNO","6AV A 15-73  ZONA 1, GUATEMALA","2232-1067","","N/A","0","1","1","1","CAP","4"
"XCO-583","WAN XIN","3AV 17-07 ZONA 1, GUATEMALA","2221-0405","","N/A","0","1","1","1","CAP","4"
"XCO-584","VARIEDADES ARCO IRIS","2AV 20-42  ZONA 1, GUATEMAL","5706-7600","","N/A","0","1","1","1","CAP","4"
"XCO-585","SUPER REPUESTOS ADVANCE  S,.A.","VIA BILBAO CASA 29 ZONA 8 DE MIXCO, SAN CRISTBAL, GUATEMALA","4211-5945","","N/A","0","1","1","1","CAP","4"
"XCO-586","ALENRO","11 CALE  11-74  ZONA 1, GUATEMALA","2225-0400","","N/A","0","1","1","1","CAP","4"
"XCO-587","CARGAS UNIVERSALES","3AV 20-25  ZONA 1, GUATEMALA","2253-0796","","N/A","0","1","1","1","CAP","4"
"GUA-588","MILLENIUM","CIUDAD, GUATEMALA","2445-4422","","N/A","0","3","1","1","CAP","3"
"XCO-589","DOS MARES S,A.","20 CALLE  25-96  ZONA 10, GUATEMALA","2228-6837","","N/A","0","1","1","1","CAP","4"
"XCO-590","LOPSA","KM 16.5 CARR SALVADOR EDID SANA","5300-2919","","N/A","0","1","1","1","CAP","4"
"XCO-591","ABRIAS IMPORT","17 CALLE  3-68  ZONA 1, GUATEMALA","5038-1310","","N/A","0","1","1","1","CAP","4"
"XCO-592","GOLD STAR","2AV 18-53  ZONA 1, GUATEMALA","5036-2452","","N/A","0","1","1","1","CAP","4"
"XCO-593","IMPORTADORA SACA S,A.","10AV 5-51  ZONA 1, GUATEMALA","2232-8938","","N/A","0","1","1","1","CAP","4"
"XCO-595","SOLUCIONES PARA MUEBLES  S,A.","CARR SAN JOSE PINULA KM  16.5 CASERIO SAN MARTIN","2229-2900","","N/A","0","1","1","1","CAP","4"
"XCO-596","IMPORTADORA QUIÐONEZ","35 CALLE  11-35  ZONA 8, GUATEMALA","2440-5993","","N/A","0","1","1","1","CAP","4"
"XCO-597","DISTRIBUCIONES INDUSTRIALES VARIABLES S,A.","KM 16.5 CARR SAN JOSE PINULA, GUATEMALA","6637-5282","","N/A","0","1","1","1","CAP","4"
"XCO-598","RESORTES UNIVERSALES","7AV 33-00  ZONA 8, GUATEMALA","5206-1238","","N/A","0","1","1","1","CAP","4"
"XCO-599","SAGRAN //CEGUREX","5 CALLE  0-04  ZONA 1, GUATEMALA","2230-4438","","N/A","0","1","1","1","CAP","4"
"GUA-594","MEDICIN FARMACEUTICA S,A.","1 CALLE  0-10  ZONA 1, GUATEMALA","2202-8383","","N/A","0","3","1","1","CAP","1"
"XCO-600","ROGER ALECIO","14AV  4-03  ZONA 4 BO MONTE REY, RETALHULEU","7736-3960","","N/A","0","1","1","1","CAP","4"
"XCO-601","PLASTICS AND MOLDS S,A.","KM 16.5 CARR SAN JOSE PINULA EMPRESARIAL SAN JOSE INT. BOD 23","3009-8652","","N/A","0","1","1","1","CAP","4"
"XCO-602","CAFE BAR GUATEMALA","1AV 4-45  ZONA 1 BOCA DEL MONTE, GUATEMALA","2311-3300","","N/A","0","1","1","1","CAP","4"
"XCO-603","JEANS COLOMBIA 502","CIUDAD","4116-5881","","N/A","0","1","1","1","CAP","4"
"XCO-604","MODA CASASOLA","3AV 4-58  ZONA 8 MIXCO, GUATEMALA","4102-9463","","N/A","0","1","1","1","CAP","4"
"XCO-605","FRAGANCIAS EXPRESS GT","34 CALLE 12-95 ZONA 13, GUATEMALA","4444-9667","","N/A","0","1","1","1","CAP","4"
"XCO-606","LATINA""S FASHION S,A.","19 CALLE 2-42 ZONA 1, GUATEMALA","2230-4755","","N/A","0","1","1","1","CAP","4"
"XCO-607","CORPORACION NOVIEMBRE  NUEVE S,A.","1 CALLE 1-55 SEC B-4 SAN CRISTOBAL ZONA 8 MIXCO, GUATEMALA","2304-4100","","N/A","0","1","1","1","CAP","4"
"XCO-608","CONCRETOS Y MATERIALES","16AV LOTE 50 COL GOBERNACION ZONA 6, GUATEMALA","4861-6713","","N/A","0","1","1","1","CAP","4"
"CON-609","EL SHAMS","19 CALLE 3-55  ZONA 1, GUATEMALA","4126-4669","","N/A","0","2","1","1","CAP","4"
"XCO-610","EL SHAMS","19 CALLE 3-55  ZONA 1, GUATEMALA","4126-4669","","N/A","0","1","1","1","CAP","4"
"XCO-612","ELECTRONICO AVP","17 CALLE  3-71 B ZONA 1, GUATEMALA","5038-1310","","N/A","0","1","1","1","CAP","4"
"XCO-613","MYNOR MENCHU","CIUDAD","50989-9943","","CIUDAD","0","1","1","1","CAP","4"
"XCO-614","LACETEX","AV PETAPA  40-67  ZONA 12, GUATEMALA","2226-3300","","N/A","0","1","1","1","CAP","4"
"XCO-615","EUROSUELAS","17 CALLE  2-33  ZONA 1, GUATEMALA","2230-3935","","N/A","0","1","1","1","CAP","4"
"XCO-616","VARIEDADES MELGAR /// ALEJANDRA MELGAR","VILLA NUEVA, GUATEMALA","5549-9469","","N/A","0","1","1","1","CAP","4"
"XCO-617","ZANTMARO EDICIONES S,A","5 CALLE  14-25  ZONA 11 COL CARABANCHEL, GUATEMALA","2474-8620","","N/A","0","1","1","1","CAP","4"
"XCO-618","CHAPINITA 502 // LUU MONTE","5AV LOTE 5 MANZ C SEC 1 CIUDAD QUETZAL, GUATEMALA","5136-9048","","N/A","0","1","1","1","CAP","4"
"XCO-611","BONITA GT","CIUDAD","4581-8042","","N/A","0","1","1","1","CAP","4"
"GUA-619","MANANTIAL DE LA CULTURA S,A.","7AV 3-03  ZONA 1, GUATEMALA","2238-6100","","LIDIA ARANA","0","3","1","1","CAP","4"
"CON-620","SHURA TECNOLOGIA","CIUDAD","5459-9640","","N/A","0","2","1","1","CAP","4"
"CON-621","CLINICA MEDICA Y LABORATORIO DE PATOLOGIA Y CITOLOGIA EXFOLIATIVA","6 CALLE  4-17 ZONA 1, GUATEMALA","2230-0031","","N/A","0","2","1","1","CAP","4"
"XCO-623","SISTEMAS INTERACTIVOS","4AV 15-29  ZONA 1, GUATEMALA","5594-8163","","FILOMENA TZUY","0","1","1","1","CAP","4"
"XCO-624","PROINCA S,A.A","3AV 13-61  ZONA 1, GUATEMALA","2251-5318","","N/A","0","1","1","1","CAP","4"
"XCO-625","INDUSTRIAS PAMARCO S,A.A","17AV  49-60  ZONA 12,GUATEMALA","2253-4313","","N/A","0","1","1","1","CAP","4"
"XCO-626","MY HOME","SAN JOSE VILLA NUEVA, GUATEMALA","4477-6242","","N/A","0","1","1","1","CAP","4"
"XCO-627","FIESTA KANU","19 CALLE  2-63  ZONA 1, GUATEMALA","2230-4673","","N/A","0","1","1","1","CAP","4"
"XCO-628","JOSE JEREZ // DISTRIBUIDORA JIREH","12AV 45-49  ZOA 12 RESI VILLA DEL SOL, GUATEMALA","4763-1659","","N/A","0","1","1","1","CAP","4"
"CON-629","JOSE JEREZ//DISTRIBUIDORA JIREH","12AV  45-49  ZONA 12 RESI VILLA DEL SOL, GUATEMALA","4763-1659","","N/A","0","2","1","1","CAP","4"
"XCO-630","LOURDES LOPEZ","BO VISTA BELLA EL JICARO EL PROGRESO GUASTATOYA","5578-3885","","N/A","0","1","1","1","CAP","4"
"XCO-631","EVER GONZALEZ","17 CALLE  2-26  ZONA 1, GUATEMALA","5345-3952","","N/A","0","1","1","1","CAP","4"
"XCO-632","WILMER LOPEZ","2AV15-80 ZONA 1, GUATEMALA","5989-9233","","N/A","0","1","1","1","CAP","4"
"XCO-633","PANDA COLOR","4 CALLE A 26-76  ZONA 7 COL KAMINAL JUYU 1, GUATEMALA","2507-9500","","N/A","0","1","1","1","CAP","4"
"XCO-634","DISTRIBUCIONES Y REPRESENTACIONES IBEROAMERICANAS","2AV 18-54  ZONA 1, GUATEMALA","2444-4500","","NELY","0","1","1","1","CAP","4"
"PRE-635","LIBROS RESTAURACION","2 CALLE  1-84  ZONA 1 BO EL CENTRO ELPROGRESO, JUTIAPA","7821-5069","","NIT 8900961-4","0","4","1","1","CAP","3"
"XCO-636","KANU S,A.","27AV 7-25 ZONA 4 FINCA EL NARANJO,MIXCO","2508-2052","","HENRY CAAL","0","1","1","1","CAP","4"
"XCO-637","PRODUCTOS ILIMITADOS","33 CALLE 31-76  ZONA 12, GUATEMALA","3230-1308","","MANUEL MENDEZ","0","1","1","1","CAP","4"
"XCO-638","INGRID LEON","1AV  17-50  ZONA 3, GUATEMALA","2220-6490","","INGRID LEON","0","1","1","1","CAP","4"
"XCO-639","ALMACEN LA PALMA","9AV  6-03 ZONA 1, GUATEMALA","2232-1109","","RUTH CORTEZ","0","1","1","1","CAP","4"
"XCO-640","SHEILY CASTAÐEDA","23AV 31-46  ZONA 7, SAN MIGUEL PETAPA, GUATEMALA","5570-6189","","SHEILY CASTAÐEDA","0","1","1","1","CAP","4"
"XCO-641","LOPEZ EXPRESS","15AV  6-48  ZONA 14, GUATEMALA","5517-4116","","WILLIAMS LOPEZ","0","1","1","1","CAP","4"
"CON-643","ZAFRA GUATE","7AV 1-80 A ZONA 1, CHIQUIMULA","4725-3064","","JOSUE HURTADO","0","2","1","1","CAP","4"
"XCO-644","MUEBLE CENTER","COMPLEJO COMERCIAL EL FRUTAL LOCAL 211 ZONA 5, VILLA NUEVA","5872-5244","","N/A","0","1","1","1","CAP","4"
"XCO-645","ISABEL CHAVEZ","37AV  1-16  ZONA 11 COL TOLEDO, GUATEMALA","4769-2788","","N/A","0","1","1","1","CAP","4"
"PRE-646","ASGREN","1AV 8-34 COL GUADALUPE ZONA 2 VILLA NUEVA, GUATEMALA","5933-8543","","N/A","0","4","1","1","CAP","4"
"XCO-647","VARIEDADES BERACA","36AV  19-49  ZONA 7 VILLA HERMOSA, SAN MIGUEL PETAPA","5895-2884","","N/A","0","1","1","1","CAP","4"
"XCO-648","REPUESTOS SAN JOSE // SERVICIOS MERCANTILES DE CENTRO AMERICA","27AV 8-26  ZONA 4 MIXCO, GUATEMALA","2324-7535","","N/A","0","1","1","1","CAP","4"
"XCO-649","IMPORTADORA Y DISTRIBUIDORA MAHANAIM","1 CALLE  35-57  ZONA 7 COL TOLEDO, GUATEMALA","2329-4700","","N/A","0","1","1","1","CAP","4"
"XCO-650","BOX SECURITY","10 CALLE A 0-48  ZONA 10, GUATEMALA","2234-6801","","N/A","0","1","1","1","CAP","4"
"CON-651","MULTIPRODUCTOS HOSPITALARIOS E INDUSTRIALES S,A.","14AV  19-50  ZONA 4 MIXCO, GUATEMALA","2316-8904","","N/A","0","2","1","1","CAP","1"
"XCO-652","DURAGUATE","3AV 13-20  ZONA 3 COL EL ROSARIO MIXCO, GUATEMALA","2431-4481","","HENRY","0","1","1","1","CAP","4"
"CON-653","DURAGUATE","3AV 13-20  ZONA 3 COL EL ROSARIO MIXCO, GUATEMALA","2431-4481","","HENRY","0","2","1","1","CAP","4"
"XCO-655","INDUSTRIAL CHEMICAL PRODUCTS","10 CALLE  12-32  ZONA 8 DE MIXCO, GUATEMALA","2382-0900","","JUDITH MORAN","0","1","1","1","CAP","4"
"XCO-656","DECORAFLORES","7 CALLE 2-35  ZONA 1, MAZATENANGO","7872-3763","","VIVIAN MIRON","0","1","1","1","CAP","4"
"XCO-657","JOLIVER MORALES","ALDEA JUMUZNA RIO HONDO, ZACAPA","5920-9229","","JOLIVER MORALES","0","1","1","1","CAP","4"
"XCO-658","EVELING MALDONADO","3 CALLE LOTE 14 LOTIF VISTA AZUL, MAZATENANGO","5699-5211","","EVELING MALDONADO","0","1","1","1","CAP","4"
"CON-659","GANORSA","AV DEL FERROCARRIL 19-97 ZONA 12 CORTIJO  1","5907-4012","","CESAR MORALES","0","2","1","1","CAP","4"
"XCO-660","LIBRERIA Y PAPELERIA EMELY","4 CALLE  10-29  ZONA 4 RESI ANA LUCIA, RETALHULEU","5560-2837","","RAQUEL CASTRO","0","1","1","1","CAP","4"
"CON-661","DENISE RODRIGUEZ","1 CALLE  10-108  ZONA 4 SAN MARCOS","5828-3975","","DENISE RODRIGUEZ","0","2","1","1","CAP","4"
"XCO-662","DISTRONIC","5AV 2-29  ZONA 1, RETALHULEU","7771-1446","","JONY GAMBOA","0","1","1","1","CAP","4"
"CON-663","LABORATORIO LASANA","AV ELENA  12-62  ZONA 3, GUATEMALA","2292-1702","","NANCY CASTILLO","0","2","1","1","CAP","4"
"CON-664","DISTRIBUIDORA LAS MERCEDES","21 CALLE 1-43  ZONA 3, GUATEMALA","5017-0377","","N/A","0","2","1","1","CAP","4"
"XCO-665","JOYERIA Y DETALLES GUATEMALA","6AV 9-62  ZONA 1, GUATEMALA","4537-6001","","N/A","0","1","1","1","CAP","4"
"XCO-666","MUNDO MATERNAL GUATEMALA","6AV 9-62  ZONA 1, GUATEMALA","5665-3111","","N/A","0","1","1","1","CAP","4"
"XCO-667","ARPROSI","5AV 0-62  ZONA 3, GUATEMALA","2219-6974","","YOHANA","0","1","1","1","CAP","4"
"CON-668","CORPORACION PLASTICOS","26AV 5-10  ZONA 4 MIXCO, GUATEMALA","5128-6321","","FERNANDO P.","0","2","1","1","CAP","4"
"XCO-669","TELAS LAFAYETTE DE GUATEMALA","10AV 18-02  C.C. PRISMA ZONA 10, GUATEMALA","2228-6095","","KAREN BORRAYO","0","1","1","1","CAP","3"
"GUA-670","OFIMEDIC","MANZ F LOTE 13 SEC 2 ZONA 4 MIXCO, GUATEMALA","2432-8626","","CARLOS SOLORZANO","0","3","1","1","CAP","4"
"XCO-671","COMERCIALIZADORA J.A. VASQUEZ","5 CALLE  1-08  ZONA 13, GUATEMALA","4497-5242","","N/A","0","1","1","1","CAP","4"
"GUA-672","CINTAMAX","13 CALLE  12-34  ZONA 1, GUATEMALA","2319-0505","","BRIA RODOLFO BARRIIOS QUEVEDO","0","3","1","1","CAP","4"
"XCO-673","TUBELITE S,A","CALZ ATANASIO TZUL 22-00  ZONA 12 CORTIJO 2, GUATEMALA","2326-8400","","ANDRES CARIAS","0","1","1","1","CAP","4"
"XCO-674","SAUL HERNANDEZ","BO EL RASTRO IPALA, CHIQUIMULA","4479-2552","","TANIA PORTALES","0","1","1","1","CAP","4"
"XCO-675","LA PARFUMERIE","C.C. PLAZA ATANASIO TZUL   ZONA 12","5599-6356","","CINTHIA AGUILAR","0","1","1","1","CAP","4"
"XCO-676","ELDER DE LA CRUZ / ETIKA","12CALLE  19-66  ZONA 17 LOMAS DEL NORTE","4768-0454","","ELDER DE LA CRUZ","0","1","1","1","CAP","4"
"XCO-677","TEMSA","5AV  7-33  ZONA 9, GUATEMALA","2334-3484","","ONOFRE PAREDES","0","1","1","1","CAP","4"
"XCO-678","DISLASA","AV REFORMA  6-30  ZONA 4, GUATEMALA","2491-2222","","MARTA GUZMAN","0","1","1","1","CAP","4"
"XCO-680","FERRETERIA ARREOLA","2 CALLE 32-77 OFIBODEGA SAN MATEO","2233-7498","","CARLOS JOSUE ARREOLA ILLESCAS","0","1","1","1","CAP","4"
"GUA-681","CORPORACION ANSARO","17AV 4-06  ZONA 1  COL MIRAFLORES, GUATEMALA","2216-2727","","CAREN LEON ARCHILA","0","3","1","1","CAP","3"
"CON-682","DISTRIBUIDORA DEL CARIBE  DE GUATEMALA","13AV  3-26  ZONA 1, GUATEMALA","2253-3926","","N/A","0","2","1","1","CAP","4"
"XCO-683","DISTRIBUIDORA DEL CARIBE DE GUATEMALA","13AV  3-26 ZONA 1, GUATEMALA","2553-3926","","N/A","0","1","1","1","CAP","4"
"XCO-684","TECNIFIL","7 CALLE  31-76  BLV BOSQUES DE SAN NICOLAS ZONA 4 MIXCO","2509-2149","","TECNIFIL","0","1","1","1","CAP","4"
"CON-685","TECNIFIL","7 CALLE  31-76  BLV BOSQUES DE SAN NICOLAS ZONA 4 MIXCO","2509-2149","","N/A","0","2","1","1","CAP","4"
"XCO-686","ARAD IMPORTADORA // PLATINUM 365","CALZ AGUILAR BATRES   8-67 LOCAL  14 ZONA 12","4640-5474","","WENDY YANES","0","1","1","1","CAP","4"
"CON-687","ARAD IMPORTADORA // PLATINUM 365","CALZ AGUILAR BATRES  8-67  LOCAL  14 ZONA 12","4640-5474","","WENDY YANES","0","2","1","1","CAP","4"
"ESC-688","IMPORTADORA NORTE","2AV 8-93  LOCAL A ZONA 1, ESCUINTLA","2477-2400","","N/A","0","3","1","1","CAP","3"
"GUA-689","DISTRIBUIDORA R Y R","KM 17.5 CARR BARCENAS, LOTE 12 COL EL MAESTRO ZONA 3 VILLA NUEVA","6629-2810","","ROBERTO MORATAYA","0","3","1","1","CAP","3"
"GUA-690","ADIR INTERNACIONAL DE GUATEMALA, CIA, LTDA","2 CALLE  32-77  ZONA 7 OFIBODEGA SAN MATEO 6 GUATEMALA","2433-9614","","MANUEL URIZAR","0","3","1","1","CAP","4"
"XCO-691","INCOVA","PRADOS DE COATEPEQUE ZONA 1 CONDOMINIO EUCALIPTOS 1 CASA 19","5482-6569","","JULIA VASQUEZ","0","1","1","1","CAP","3"
"XCO-692","LABORATORIO CALIDAD QUIMICA S,A.","12AV 5-36  ZONA 11 COL ROOSEVELTH","0","","N/A","0","1","1","1","CAP","4"
"XCO-693","MAYOREO D Y T","3AV CALLE PRINCIPAL SAN JOSE EL IDOLO, MAZATENANGO","5472-5924","","DARLIN VASQUEZ","0","1","1","1","CAP","4"
"CON-694","IMPORTACIONES D Y T","3 AV CALLE PRINCIPAL SAN JOSE EL IDOLO, MAZATENANGO","5472-5924","","DARLIN VASQUEZ","0","2","1","1","CAP","4"
"XCO-695","WACHALAL //FUENTES DEL ESTILO S,A.","20 CALLE  2-21 ZONA 1,GUATEMALA","2208-3434","","ADRIANA CASTILLO","0","1","1","1","CAP","3"
"CON-696","XC FASHION","2AV 5-61 COL INDE-GUATEL2 LINDA VISTA ZONA 4, VILLA NUEVA","0","","MARIO GOMEZ","0","2","1","1","CAP","4"
"XCO-697","XC FASHION","2AV 5-61  COL INDE-GUATEL 2 LINDA VISTA  ZONA 4, VILLA NUEVA","0","","MARIO GOMES","0","1","1","1","CAP","4"
"CON-698","FARMACEUTICA MAR, S.A.","12 AVENIDA 13-28 ZONA 12","2490-3535","","N/A","0","2","1","1","CAP","3"
"XCO-699","CALZADO RAQUEL","BO EL CALVARIO CALLE AL CEMENTERIO EL PROGRESO GUASTATOYA","4261-5835","","EDELMA RAQUEL MAYEN","0","1","1","1","CAP","4"
"GUA-700","FOYER GUATEMALA, S,A.","AV FERROCARRIL  19-97  ZONA 12 CORTIJO 1 BOD 211-212","2217-0606","","GERARDO ARMANDO MORALES","0","3","1","1","CAP","4"
"XCO-701","GUATE COSAS","29 CALLE B 10-20  ZONA 13 COL SANTA FE, GUATEMALA","4741-1795","","LOURDES DIAZ","0","1","1","1","CAP","4"
"PRE-702","IMPORTADORA Y EXPORTADORA MARROQUIN","AV HINCAPIE  24-20  ZONA 13, GUATEMALA","4769-7701","","EDUARDO MARROQUIN","0","4","1","1","CAP","4"
"PRE-703","VELVETH PALMA","AV ACHUAPA  4-31 ZONA 1 EL PROGRESO, JUTIAPA","5579-9217","","N/A","0","4","1","1","CAP","3"
"PRE-704","IMPOMARCAS","BO SAN SEBASTIAN ASUNCION MITA, JUTIAPA","5015-6835","","N/A","0","4","1","1","CAP","3"
"PRE-705","A LA MODA GT","RESI MONTEBELLO 1 3AV CASA  198 ZONA 3, MAZATENANGO","5633-8386","","KELLY DE PAZ","0","4","1","1","CAP","3"
"GUA-706","COMERCIALIZADORA BIOAGRO","50 CALLE 15AV FINAL SEC-1 CASA 8 ZONA 12, GUATEMALA","2212-4583","","LUCRECIA GALICIA","0","3","1","1","CAP","3"
"XCO-707","DE TODO PARA EL CABELLO","4AV 10-30 ZONA 1, GUATEMALA","0","","N/A","0","1","1","1","CAP","3"
"XCO-708","DALIA MUÐOZ","10 CALLE 13-45  ZONA 17 COL LOMAS DEL NORTE","4009-9195","","N/A","0","1","1","1","CAP","3"
"PRE-709","PRODUCTOS VAISER","2 CALLE  1-84 ZONA 1 BO EL CENTRO EL PROGRESO, JUTIAPA","5731-2221","","N/A","0","4","1","1","CAP","3"
